"Campaign_ID","Company","Campaign_Type","Target_Audience","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date"
727,Innovate Industries,Email,Men 18-24,"30 days",Instagram,0.05,"$10,227.00",4.06,Chicago,Spanish,477,9097,1,Outdoor Adventurers,2021-12-28
728,Alpha Innovations,Search,Women 25-34,"45 days",Email,0.06,"$5,376.00",4.8,Miami,English,351,3864,7,Outdoor Adventurers,2021-12-29
729,TechCorp,Display,Men 18-24,"15 days",Instagram,0.13,"$18,790.00",3.51,Houston,French,504,4228,1,Health & Wellness,2021-12-30
730,NexGen Systems,Search,All Ages,"45 days",Google Ads,0.14,"$11,628.00",6.56,Chicago,Mandarin,868,3838,9,Health & Wellness,2021-12-31
731,NexGen Systems,Email,Women 25-34,"15 days",Google Ads,0.06,"$18,335.00",3.53,Los Angeles,German,448,9779,3,Tech Enthusiasts,2021-01-01
732,NexGen Systems,Influencer,Men 18-24,"15 days",Facebook,0.12,"$14,594.00",6.78,Los Angeles,French,381,3706,7,Foodies,2021-01-02
733,NexGen Systems,Influencer,Women 25-34,"60 days",Website,0.08,"$15,973.00",6.81,Chicago,English,556,2878,1,Outdoor Adventurers,2021-01-03
734,TechCorp,Social Media,Women 35-44,"15 days",Instagram,0.1,"$15,101.00",2.91,Los Angeles,English,497,4385,3,Health & Wellness,2021-01-04
735,NexGen Systems,Email,Men 25-34,"30 days",Website,0.08,"$10,122.00",6.02,Miami,French,418,3665,1,Fashionistas,2021-01-05
736,DataTech Solutions,Display,Women 25-34,"60 days",Website,0.15,"$7,802.00",4.18,New York,French,621,7180,1,Foodies,2021-01-06
737,Alpha Innovations,Influencer,Women 35-44,"45 days",Facebook,0.04,"$13,662.00",4.87,Miami,English,705,4721,10,Foodies,2021-01-07
738,NexGen Systems,Search,Men 18-24,"60 days",Instagram,0.12,"$19,207.00",4.88,Houston,English,284,6664,8,Fashionistas,2021-01-08
739,Alpha Innovations,Influencer,Men 25-34,"15 days",Email,0.04,"$9,328.00",5.67,Houston,Mandarin,241,1268,1,Foodies,2021-01-09
740,Alpha Innovations,Email,Men 25-34,"15 days",Facebook,0.13,"$9,558.00",5.06,New York,Mandarin,360,4728,8,Fashionistas,2021-01-10
741,DataTech Solutions,Display,Men 18-24,"30 days",Instagram,0.12,"$10,631.00",5.28,Houston,French,293,9534,10,Fashionistas,2021-01-11
742,Alpha Innovations,Email,Men 18-24,"15 days",Google Ads,0.04,"$19,902.00",7.65,Chicago,German,464,9991,3,Outdoor Adventurers,2021-01-12
743,TechCorp,Search,All Ages,"60 days",Facebook,0.06,"$7,086.00",6.02,Los Angeles,French,624,5869,9,Health & Wellness,2021-01-13
744,DataTech Solutions,Social Media,Women 35-44,"60 days",Website,0.11,"$11,332.00",2.34,Chicago,Mandarin,968,9725,5,Fashionistas,2021-01-14
745,Alpha Innovations,Influencer,Men 25-34,"30 days",Instagram,0.09,"$15,817.00",2.5,New York,Mandarin,617,5480,6,Foodies,2021-01-15
746,TechCorp,Influencer,Men 25-34,"60 days",Instagram,0.06,"$17,001.00",7.95,Miami,Spanish,377,1655,6,Tech Enthusiasts,2021-01-16
747,Innovate Industries,Influencer,Women 25-34,"45 days",Facebook,0.05,"$13,659.00",4.55,Houston,French,328,6789,7,Outdoor Adventurers,2021-01-17
748,Alpha Innovations,Influencer,Men 18-24,"60 days",YouTube,0.13,"$18,557.00",6.85,Houston,French,194,9701,5,Tech Enthusiasts,2021-01-18
749,TechCorp,Display,Women 25-34,"15 days",YouTube,0.05,"$5,875.00",5.01,Miami,German,776,9382,8,Fashionistas,2021-01-19
750,DataTech Solutions,Display,Men 18-24,"45 days",Google Ads,0.15,"$10,556.00",3.51,Chicago,English,761,2186,7,Health & Wellness,2021-01-20
751,Innovate Industries,Search,All Ages,"60 days",Instagram,0.09,"$11,526.00",6.19,Los Angeles,French,289,5038,7,Fashionistas,2021-01-21
752,Alpha Innovations,Display,Men 18-24,"45 days",YouTube,0.05,"$13,264.00",5.73,Chicago,French,364,4288,3,Tech Enthusiasts,2021-01-22
753,TechCorp,Influencer,Women 35-44,"45 days",Facebook,0.02,"$18,963.00",6.72,Miami,French,452,6828,7,Tech Enthusiasts,2021-01-23
754,NexGen Systems,Social Media,Men 18-24,"60 days",Email,0.05,"$12,159.00",5.39,Miami,French,344,7327,5,Tech Enthusiasts,2021-01-24
755,TechCorp,Influencer,Women 35-44,"60 days",Email,0.09,"$15,039.00",3.66,New York,Spanish,679,6655,3,Tech Enthusiasts,2021-01-25
756,Alpha Innovations,Social Media,Women 35-44,"45 days",YouTube,0.04,"$7,113.00",4.29,Los Angeles,Spanish,268,4346,4,Foodies,2021-01-26
757,DataTech Solutions,Display,Women 25-34,"60 days",Email,0.12,"$13,504.00",2.01,New York,German,561,4474,7,Health & Wellness,2021-01-27
758,DataTech Solutions,Influencer,Women 35-44,"15 days",YouTube,0.03,"$5,475.00",5.65,Chicago,German,265,7782,3,Health & Wellness,2021-01-28
759,Innovate Industries,Email,All Ages,"45 days",Website,0.04,"$12,252.00",7.84,Chicago,French,816,4036,10,Outdoor Adventurers,2021-01-29
760,Innovate Industries,Display,Women 35-44,"15 days",Email,0.14,"$5,708.00",6.73,Chicago,French,606,1545,10,Outdoor Adventurers,2021-01-30
761,Alpha Innovations,Email,Women 35-44,"30 days",YouTube,0.12,"$11,148.00",3.2,Houston,French,602,1014,1,Foodies,2021-01-31
762,Innovate Industries,Display,All Ages,"30 days",Google Ads,0.07,"$13,061.00",2.54,New York,French,452,3613,9,Foodies,2021-02-01
763,DataTech Solutions,Search,All Ages,"45 days",YouTube,0.12,"$10,573.00",2.78,Miami,French,217,3794,8,Fashionistas,2021-02-02
764,Innovate Industries,Influencer,All Ages,"15 days",Instagram,0.06,"$9,575.00",3.52,Miami,English,162,4208,2,Outdoor Adventurers,2021-02-03
765,NexGen Systems,Influencer,Men 25-34,"45 days",Email,0.09,"$8,008.00",5.33,Miami,German,623,3711,8,Foodies,2021-02-04
766,DataTech Solutions,Email,All Ages,"60 days",Facebook,0.03,"$16,287.00",6.86,Miami,English,372,9861,8,Fashionistas,2021-02-05
767,DataTech Solutions,Display,Men 18-24,"30 days",Google Ads,0.13,"$11,570.00",5.99,Chicago,Mandarin,502,2301,7,Health & Wellness,2021-02-06
768,Innovate Industries,Influencer,All Ages,"15 days",YouTube,0.03,"$8,166.00",4.48,Miami,English,300,9023,3,Tech Enthusiasts,2021-02-07
769,Innovate Industries,Influencer,Men 25-34,"45 days",Email,0.06,"$13,683.00",4.27,New York,French,434,4834,1,Outdoor Adventurers,2021-02-08
770,NexGen Systems,Influencer,Men 18-24,"30 days",YouTube,0.09,"$15,917.00",7.26,Houston,Spanish,502,1773,2,Foodies,2021-02-09
771,NexGen Systems,Search,Women 35-44,"15 days",YouTube,0.08,"$8,459.00",3.25,New York,French,332,7047,2,Tech Enthusiasts,2021-02-10
772,Alpha Innovations,Email,Women 35-44,"45 days",Instagram,0.06,"$16,990.00",7.18,Miami,Spanish,802,9908,5,Outdoor Adventurers,2021-02-11
773,Alpha Innovations,Social Media,All Ages,"45 days",YouTube,0.1,"$19,156.00",5.65,Houston,English,236,3195,3,Foodies,2021-02-12
774,NexGen Systems,Influencer,Women 25-34,"15 days",YouTube,0.11,"$5,478.00",4.12,Miami,German,826,5368,6,Health & Wellness,2021-02-13
775,Alpha Innovations,Display,Women 35-44,"60 days",YouTube,0.11,"$14,132.00",5.76,Chicago,German,146,2864,7,Health & Wellness,2021-02-14
776,DataTech Solutions,Search,Women 35-44,"15 days",Instagram,0.1,"$5,217.00",6.34,Houston,French,398,7812,6,Foodies,2021-02-15
777,NexGen Systems,Social Media,All Ages,"30 days",Website,0.11,"$11,990.00",2.63,Miami,German,382,5589,2,Foodies,2021-02-16
778,TechCorp,Social Media,Women 35-44,"45 days",Instagram,0.04,"$5,156.00",3.19,Los Angeles,Mandarin,492,7687,4,Tech Enthusiasts,2021-02-17
779,DataTech Solutions,Email,Women 35-44,"15 days",Website,0.05,"$14,399.00",3.59,Chicago,Spanish,619,8791,1,Foodies,2021-02-18
780,Innovate Industries,Display,Women 35-44,"60 days",YouTube,0.06,"$6,232.00",3.09,Miami,English,660,5207,4,Health & Wellness,2021-02-19
781,NexGen Systems,Display,Women 25-34,"15 days",YouTube,0.02,"$6,782.00",7.29,Houston,French,268,5821,3,Health & Wellness,2021-02-20
782,Alpha Innovations,Display,All Ages,"15 days",Email,0.08,"$5,587.00",7.87,New York,Spanish,891,4082,7,Outdoor Adventurers,2021-02-21
783,Innovate Industries,Display,Women 25-34,"60 days",YouTube,0.14,"$19,025.00",6.36,Miami,Mandarin,599,1174,7,Health & Wellness,2021-02-22
784,DataTech Solutions,Search,Women 25-34,"30 days",Instagram,0.02,"$18,273.00",7.36,New York,English,630,8961,6,Tech Enthusiasts,2021-02-23
785,Alpha Innovations,Influencer,Women 35-44,"45 days",Google Ads,0.12,"$6,966.00",2.33,New York,English,942,9262,5,Fashionistas,2021-02-24
786,Innovate Industries,Influencer,Men 25-34,"30 days",YouTube,0.14,"$18,318.00",6.26,Los Angeles,German,266,9860,8,Tech Enthusiasts,2021-02-25
787,TechCorp,Display,All Ages,"60 days",Email,0.05,"$10,627.00",5.76,Houston,Mandarin,663,4217,2,Outdoor Adventurers,2021-02-26
788,Innovate Industries,Social Media,Men 18-24,"60 days",Instagram,0.07,"$7,471.00",4.19,Miami,German,423,5776,3,Health & Wellness,2021-02-27
789,Innovate Industries,Search,Women 25-34,"45 days",Email,0.07,"$5,973.00",6.88,Houston,German,287,8737,9,Health & Wellness,2021-02-28
790,DataTech Solutions,Search,Men 25-34,"45 days",YouTube,0.05,"$13,069.00",4.31,Los Angeles,Mandarin,675,4947,7,Health & Wellness,2021-03-01
791,Alpha Innovations,Social Media,Women 25-34,"30 days",Website,0.1,"$17,626.00",7.38,Miami,English,302,6973,2,Health & Wellness,2021-03-02
792,NexGen Systems,Email,Men 18-24,"30 days",Google Ads,0.14,"$14,320.00",7.82,Houston,Spanish,129,2025,10,Health & Wellness,2021-03-03
793,NexGen Systems,Social Media,All Ages,"15 days",Facebook,0.06,"$13,065.00",5.69,Houston,Mandarin,978,1617,5,Outdoor Adventurers,2021-03-04
794,Innovate Industries,Display,All Ages,"60 days",Website,0.12,"$8,877.00",2.96,Chicago,Mandarin,389,3772,8,Foodies,2021-03-05
795,Alpha Innovations,Search,All Ages,"60 days",Facebook,0.13,"$10,485.00",5.43,Houston,Mandarin,826,2286,6,Foodies,2021-03-06
796,NexGen Systems,Display,All Ages,"30 days",Facebook,0.13,"$8,079.00",6.95,Miami,Spanish,912,5938,7,Tech Enthusiasts,2021-03-07
797,DataTech Solutions,Influencer,Women 35-44,"30 days",Website,0.12,"$10,897.00",4.15,Houston,French,717,7714,8,Health & Wellness,2021-03-08
798,DataTech Solutions,Email,Women 35-44,"45 days",Website,0.1,"$15,050.00",2.64,Los Angeles,Spanish,760,3875,1,Fashionistas,2021-03-09
799,DataTech Solutions,Social Media,Women 25-34,"60 days",Google Ads,0.06,"$15,805.00",4.41,Houston,Spanish,991,2560,8,Tech Enthusiasts,2021-03-10
800,TechCorp,Display,All Ages,"30 days",YouTube,0.09,"$10,188.00",3.12,New York,Mandarin,424,5019,4,Health & Wellness,2021-03-11
801,DataTech Solutions,Search,Women 25-34,"15 days",YouTube,0.03,"$5,525.00",4.49,New York,Spanish,721,5015,4,Foodies,2021-03-12
802,TechCorp,Influencer,Men 18-24,"15 days",Facebook,0.13,"$7,717.00",3.45,Miami,Spanish,818,1522,8,Health & Wellness,2021-03-13
803,TechCorp,Display,Women 35-44,"30 days",Instagram,0.06,"$12,548.00",7.65,New York,English,505,6839,1,Fashionistas,2021-03-14
804,NexGen Systems,Display,Women 25-34,"45 days",Instagram,0.07,"$15,640.00",5.01,Houston,French,525,6399,7,Outdoor Adventurers,2021-03-15
805,TechCorp,Social Media,Women 35-44,"60 days",YouTube,0.04,"$10,245.00",7.82,Chicago,Spanish,252,9223,2,Tech Enthusiasts,2021-03-16
806,TechCorp,Display,Women 25-34,"45 days",Google Ads,0.13,"$10,458.00",2.62,Houston,English,205,8675,7,Outdoor Adventurers,2021-03-17
807,DataTech Solutions,Email,Men 18-24,"15 days",Website,0.05,"$17,431.00",4.14,Houston,German,719,2490,5,Tech Enthusiasts,2021-03-18
808,Alpha Innovations,Search,All Ages,"15 days",Instagram,0.06,"$18,644.00",5.54,Chicago,English,302,9918,7,Outdoor Adventurers,2021-03-19
809,NexGen Systems,Search,Women 25-34,"15 days",Instagram,0.01,"$11,587.00",4.27,New York,Spanish,340,9548,9,Tech Enthusiasts,2021-03-20
810,TechCorp,Influencer,Men 25-34,"60 days",Facebook,0.05,"$13,552.00",7.52,Chicago,Mandarin,141,5741,4,Health & Wellness,2021-03-21
811,Alpha Innovations,Email,Men 25-34,"15 days",Email,0.08,"$10,807.00",4.55,Los Angeles,German,556,9389,8,Tech Enthusiasts,2021-03-22
812,DataTech Solutions,Search,Women 35-44,"15 days",Website,0.04,"$16,282.00",4.95,Miami,English,166,8707,6,Fashionistas,2021-03-23
813,DataTech Solutions,Email,All Ages,"45 days",Website,0.01,"$9,713.00",3.34,New York,English,192,3133,1,Tech Enthusiasts,2021-03-24
814,Alpha Innovations,Email,Men 25-34,"60 days",Facebook,0.02,"$13,065.00",2.79,Los Angeles,English,651,4440,7,Foodies,2021-03-25
815,DataTech Solutions,Search,All Ages,"60 days",Email,0.09,"$19,999.00",2.65,Los Angeles,Mandarin,718,8349,3,Foodies,2021-03-26
816,Innovate Industries,Search,Men 25-34,"15 days",Facebook,0.12,"$9,660.00",7.54,Miami,English,788,3668,10,Outdoor Adventurers,2021-03-27
817,Innovate Industries,Social Media,Women 25-34,"30 days",Website,0.07,"$9,700.00",6.06,Los Angeles,English,450,9965,1,Health & Wellness,2021-03-28
818,TechCorp,Influencer,Men 25-34,"45 days",Instagram,0.14,"$15,827.00",7.6,Los Angeles,French,900,1021,6,Foodies,2021-03-29
819,Alpha Innovations,Social Media,All Ages,"45 days",YouTube,0.11,"$13,237.00",6.06,Houston,Mandarin,282,3918,5,Health & Wellness,2021-03-30
820,Innovate Industries,Search,Men 18-24,"30 days",Instagram,0.09,"$15,538.00",7.74,Los Angeles,English,677,5175,5,Health & Wellness,2021-03-31
821,Alpha Innovations,Influencer,Women 35-44,"30 days",Email,0.14,"$9,437.00",4.75,Los Angeles,German,268,8855,1,Fashionistas,2021-04-01
822,NexGen Systems,Display,Men 25-34,"30 days",Google Ads,0.12,"$14,540.00",2.36,Houston,German,738,8562,2,Health & Wellness,2021-04-02
823,TechCorp,Influencer,Men 18-24,"30 days",Facebook,0.08,"$13,142.00",2.79,Los Angeles,Spanish,768,3518,6,Foodies,2021-04-03
824,Alpha Innovations,Social Media,Women 35-44,"15 days",Google Ads,0.14,"$9,497.00",4.26,Miami,French,492,1074,9,Tech Enthusiasts,2021-04-04
825,TechCorp,Influencer,All Ages,"45 days",Website,0.08,"$7,355.00",5.06,Miami,French,432,9726,7,Fashionistas,2021-04-05
826,TechCorp,Social Media,Men 25-34,"45 days",Google Ads,0.07,"$10,174.00",7.67,Los Angeles,German,901,2192,5,Outdoor Adventurers,2021-04-06
827,Innovate Industries,Influencer,All Ages,"45 days",Google Ads,0.12,"$9,860.00",4.67,Los Angeles,Spanish,259,9252,4,Health & Wellness,2021-04-07
828,TechCorp,Email,All Ages,"45 days",Website,0.09,"$6,078.00",3.86,Miami,German,581,3091,7,Foodies,2021-04-08
829,Alpha Innovations,Influencer,Women 25-34,"30 days",Email,0.12,"$17,577.00",7.7,Miami,English,326,7858,5,Foodies,2021-04-09
830,Alpha Innovations,Display,Women 35-44,"30 days",YouTube,0.05,"$14,444.00",6.57,Chicago,German,490,1983,3,Outdoor Adventurers,2021-04-10
831,Alpha Innovations,Email,Women 25-34,"30 days",Email,0.03,"$11,195.00",7.02,Chicago,Spanish,188,3931,10,Fashionistas,2021-04-11
832,NexGen Systems,Influencer,Men 18-24,"30 days",Google Ads,0.08,"$11,898.00",3.24,Chicago,Mandarin,431,9379,2,Outdoor Adventurers,2021-04-12
833,Alpha Innovations,Search,Men 18-24,"15 days",Instagram,0.08,"$7,071.00",7.7,Houston,German,633,8139,7,Tech Enthusiasts,2021-04-13
834,Innovate Industries,Influencer,Men 25-34,"30 days",YouTube,0.03,"$13,411.00",7.44,Los Angeles,English,531,9941,5,Foodies,2021-04-14
835,NexGen Systems,Display,Men 25-34,"60 days",Instagram,0.04,"$10,620.00",4.7,Houston,French,745,6527,4,Foodies,2021-04-15
836,DataTech Solutions,Email,Men 25-34,"60 days",Email,0.03,"$6,633.00",6.05,Miami,German,876,2847,5,Fashionistas,2021-04-16
837,Alpha Innovations,Social Media,Men 25-34,"60 days",Google Ads,0.15,"$16,501.00",5.58,Houston,German,294,2752,1,Foodies,2021-04-17
838,Alpha Innovations,Display,Women 35-44,"30 days",Google Ads,0.11,"$6,034.00",6.63,Miami,German,739,9752,6,Fashionistas,2021-04-18
839,Innovate Industries,Email,Men 18-24,"15 days",Email,0.03,"$19,280.00",3.51,Miami,English,695,2349,3,Tech Enthusiasts,2021-04-19
840,Alpha Innovations,Social Media,Women 35-44,"30 days",Website,0.12,"$8,545.00",2.02,Miami,French,183,1872,8,Foodies,2021-04-20
841,Innovate Industries,Influencer,Men 25-34,"30 days",Email,0.06,"$12,901.00",5.44,New York,French,371,9404,1,Outdoor Adventurers,2021-04-21
842,Alpha Innovations,Email,Women 25-34,"15 days",Google Ads,0.03,"$5,594.00",2.96,Chicago,Mandarin,422,2749,2,Fashionistas,2021-04-22
843,Alpha Innovations,Influencer,Women 35-44,"45 days",Facebook,0.1,"$17,730.00",2.46,Chicago,French,408,1024,5,Health & Wellness,2021-04-23
844,TechCorp,Search,Men 25-34,"30 days",Instagram,0.03,"$9,168.00",2.89,Miami,Spanish,306,9997,10,Outdoor Adventurers,2021-04-24
845,Alpha Innovations,Email,Women 35-44,"45 days",Email,0.09,"$14,492.00",6.68,Los Angeles,English,330,7555,9,Tech Enthusiasts,2021-04-25
846,Innovate Industries,Email,Men 25-34,"15 days",Email,0.15,"$10,251.00",5.52,Chicago,Spanish,201,8342,6,Health & Wellness,2021-04-26
847,DataTech Solutions,Influencer,Women 25-34,"45 days",Google Ads,0.07,"$6,043.00",2.8,Miami,French,241,8376,6,Tech Enthusiasts,2021-04-27
848,NexGen Systems,Search,Women 35-44,"15 days",YouTube,0.01,"$5,765.00",2.7,Houston,Spanish,645,7700,8,Tech Enthusiasts,2021-04-28
849,Innovate Industries,Display,Women 35-44,"60 days",Email,0.1,"$19,703.00",6.98,Miami,Mandarin,277,9363,10,Fashionistas,2021-04-29
850,DataTech Solutions,Search,Men 18-24,"15 days",YouTube,0.03,"$10,639.00",3.12,Los Angeles,French,677,1818,10,Foodies,2021-04-30
851,Alpha Innovations,Display,Men 18-24,"30 days",Facebook,0.04,"$11,290.00",7.62,Miami,Spanish,898,3077,4,Health & Wellness,2021-05-01
852,Innovate Industries,Social Media,Women 25-34,"45 days",Google Ads,0.1,"$17,511.00",4.4,Houston,French,179,5460,2,Foodies,2021-05-02
853,DataTech Solutions,Social Media,Men 18-24,"45 days",Google Ads,0.06,"$5,738.00",4.72,New York,German,277,2731,3,Outdoor Adventurers,2021-05-03
854,Innovate Industries,Influencer,Men 18-24,"45 days",Facebook,0.07,"$10,498.00",7.65,Chicago,German,863,3783,6,Health & Wellness,2021-05-04
855,Innovate Industries,Search,Men 18-24,"45 days",Google Ads,0.06,"$7,266.00",6.51,New York,French,689,5803,6,Outdoor Adventurers,2021-05-05
856,Innovate Industries,Influencer,Women 25-34,"15 days",YouTube,0.14,"$6,405.00",2.67,Miami,Spanish,434,3524,3,Foodies,2021-05-06
857,Innovate Industries,Display,Men 25-34,"45 days",Instagram,0.01,"$10,198.00",2.78,Miami,English,670,9938,2,Outdoor Adventurers,2021-05-07
858,TechCorp,Influencer,Women 25-34,"15 days",YouTube,0.03,"$12,890.00",7.49,Los Angeles,English,600,5429,1,Foodies,2021-05-08
859,DataTech Solutions,Influencer,Women 35-44,"15 days",Email,0.13,"$16,318.00",5.07,New York,English,153,1163,6,Fashionistas,2021-05-09
860,TechCorp,Influencer,Women 25-34,"60 days",Facebook,0.09,"$11,025.00",4.51,Houston,German,407,1278,2,Foodies,2021-05-10
861,NexGen Systems,Influencer,Women 35-44,"45 days",Instagram,0.03,"$6,244.00",6.57,New York,English,774,1864,4,Foodies,2021-05-11
862,TechCorp,Social Media,All Ages,"60 days",Email,0.13,"$15,988.00",2.08,Miami,French,394,3239,7,Tech Enthusiasts,2021-05-12
863,NexGen Systems,Influencer,Women 25-34,"60 days",Website,0.1,"$12,975.00",2.38,Chicago,Mandarin,227,9318,5,Fashionistas,2021-05-13
864,DataTech Solutions,Display,Men 25-34,"60 days",Email,0.06,"$5,351.00",3.29,Houston,Mandarin,181,8462,1,Fashionistas,2021-05-14
865,TechCorp,Social Media,All Ages,"15 days",Website,0.1,"$8,560.00",5.15,Chicago,Spanish,297,6484,2,Outdoor Adventurers,2021-05-15
866,Innovate Industries,Influencer,Men 18-24,"15 days",Google Ads,0.13,"$17,338.00",5.68,Houston,Spanish,708,5378,2,Fashionistas,2021-05-16
867,TechCorp,Search,Women 35-44,"45 days",Facebook,0.13,"$17,534.00",3.79,Los Angeles,French,375,4267,9,Fashionistas,2021-05-17
868,NexGen Systems,Display,All Ages,"30 days",Google Ads,0.09,"$16,803.00",5.57,Los Angeles,French,371,1743,8,Outdoor Adventurers,2021-05-18
869,DataTech Solutions,Social Media,Men 25-34,"60 days",YouTube,0.05,"$11,442.00",3.09,New York,German,740,9673,5,Health & Wellness,2021-05-19
870,TechCorp,Email,Men 18-24,"30 days",Email,0.12,"$19,434.00",5.26,Los Angeles,English,446,3227,6,Foodies,2021-05-20
871,NexGen Systems,Social Media,Men 25-34,"45 days",Facebook,0.08,"$9,447.00",4.75,Miami,English,430,1845,2,Health & Wellness,2021-05-21
872,Innovate Industries,Search,Men 25-34,"60 days",Google Ads,0.1,"$10,746.00",3.67,Los Angeles,Mandarin,702,3192,6,Outdoor Adventurers,2021-05-22
873,Alpha Innovations,Display,Women 25-34,"45 days",Website,0.02,"$8,306.00",2.56,Chicago,Spanish,189,2951,6,Outdoor Adventurers,2021-05-23
874,Innovate Industries,Social Media,Women 35-44,"45 days",Email,0.09,"$8,402.00",2.04,Los Angeles,French,191,7627,2,Foodies,2021-05-24
875,Innovate Industries,Social Media,Men 25-34,"60 days",Facebook,0.1,"$19,203.00",5.51,Chicago,Mandarin,990,2832,6,Foodies,2021-05-25
876,Innovate Industries,Influencer,Women 35-44,"60 days",Instagram,0.02,"$17,746.00",5.17,Miami,English,921,5396,7,Tech Enthusiasts,2021-05-26
877,Alpha Innovations,Display,All Ages,"45 days",Website,0.08,"$12,915.00",5.32,New York,German,102,9174,4,Fashionistas,2021-05-27
878,Innovate Industries,Social Media,Women 35-44,"15 days",Email,0.1,"$18,979.00",7.73,New York,French,431,3150,4,Outdoor Adventurers,2021-05-28
879,Alpha Innovations,Display,Men 18-24,"30 days",Facebook,0.12,"$13,999.00",6.39,Miami,Mandarin,283,4078,6,Health & Wellness,2021-05-29
880,TechCorp,Email,Men 25-34,"45 days",Google Ads,0.11,"$8,784.00",4.51,Los Angeles,Spanish,235,9709,4,Outdoor Adventurers,2021-05-30
881,TechCorp,Search,Men 25-34,"15 days",Google Ads,0.01,"$7,866.00",5.42,Miami,English,576,5231,3,Fashionistas,2021-05-31
882,NexGen Systems,Social Media,Men 25-34,"15 days",Email,0.04,"$15,526.00",4.89,Chicago,German,599,3563,6,Tech Enthusiasts,2021-06-01
883,Alpha Innovations,Email,Women 35-44,"15 days",Instagram,0.02,"$15,335.00",5.32,New York,Mandarin,990,5409,2,Fashionistas,2021-06-02
884,Alpha Innovations,Influencer,Men 25-34,"60 days",Google Ads,0.14,"$14,198.00",6.31,Miami,Mandarin,268,6734,3,Tech Enthusiasts,2021-06-03
885,NexGen Systems,Email,All Ages,"45 days",Email,0.14,"$15,559.00",3.48,Los Angeles,Spanish,374,9474,7,Outdoor Adventurers,2021-06-04
886,TechCorp,Social Media,Men 25-34,"60 days",Facebook,0.07,"$19,309.00",7.29,Miami,English,281,3554,7,Fashionistas,2021-06-05
887,DataTech Solutions,Display,All Ages,"60 days",Facebook,0.02,"$12,792.00",2.55,Los Angeles,French,202,9619,8,Outdoor Adventurers,2021-06-06
888,TechCorp,Email,Women 25-34,"45 days",Website,0.09,"$5,392.00",3.05,New York,Mandarin,467,1290,9,Outdoor Adventurers,2021-06-07
889,DataTech Solutions,Influencer,Men 18-24,"30 days",Website,0.11,"$10,164.00",6.5,Miami,Mandarin,764,3135,9,Foodies,2021-06-08
890,Alpha Innovations,Influencer,Women 25-34,"45 days",YouTube,0.05,"$17,787.00",2.38,Los Angeles,French,879,7240,10,Fashionistas,2021-06-09
891,DataTech Solutions,Email,Men 25-34,"15 days",Facebook,0.05,"$19,142.00",7.37,Chicago,Mandarin,907,2907,1,Health & Wellness,2021-06-10
892,NexGen Systems,Email,Men 25-34,"45 days",Website,0.02,"$14,055.00",3.7,New York,French,771,9764,7,Fashionistas,2021-06-11
893,Alpha Innovations,Display,Men 18-24,"60 days",Instagram,0.08,"$6,282.00",6.21,Chicago,Spanish,857,1077,9,Tech Enthusiasts,2021-06-12
894,Innovate Industries,Display,Men 18-24,"60 days",Email,0.01,"$17,569.00",5.84,New York,German,367,3392,3,Tech Enthusiasts,2021-06-13
895,TechCorp,Display,Women 35-44,"45 days",Google Ads,0.12,"$15,281.00",7.64,Miami,Spanish,337,9213,3,Outdoor Adventurers,2021-06-14
896,NexGen Systems,Search,Men 18-24,"30 days",Instagram,0.03,"$13,728.00",2.43,New York,French,744,2855,3,Tech Enthusiasts,2021-06-15
897,TechCorp,Influencer,Men 18-24,"30 days",Instagram,0.02,"$15,115.00",5.67,Houston,English,115,4917,2,Outdoor Adventurers,2021-06-16
898,NexGen Systems,Email,Men 18-24,"60 days",Website,0.05,"$13,925.00",3.57,Houston,Spanish,853,4957,7,Outdoor Adventurers,2021-06-17
899,TechCorp,Display,Men 18-24,"60 days",Google Ads,0.03,"$8,082.00",6.59,Houston,German,541,1736,3,Outdoor Adventurers,2021-06-18
900,TechCorp,Social Media,Men 18-24,"45 days",Email,0.07,"$12,181.00",2.16,New York,Spanish,117,7472,2,Tech Enthusiasts,2021-06-19
901,Alpha Innovations,Display,Men 25-34,"15 days",YouTube,0.03,"$17,247.00",5.48,Los Angeles,Spanish,930,2633,6,Fashionistas,2021-06-20
902,DataTech Solutions,Display,Men 25-34,"15 days",Google Ads,0.07,"$15,413.00",4.33,Chicago,Spanish,890,8521,1,Foodies,2021-06-21
903,TechCorp,Influencer,Men 25-34,"45 days",Facebook,0.06,"$8,993.00",3.0,Los Angeles,Mandarin,762,7552,3,Outdoor Adventurers,2021-06-22
904,Alpha Innovations,Display,All Ages,"60 days",Instagram,0.04,"$10,172.00",3.3,Chicago,German,114,5009,4,Outdoor Adventurers,2021-06-23
905,NexGen Systems,Search,Men 18-24,"60 days",YouTube,0.02,"$18,601.00",7.48,Houston,Spanish,383,2025,7,Foodies,2021-06-24
906,DataTech Solutions,Display,Women 25-34,"15 days",Facebook,0.13,"$9,948.00",2.48,Chicago,English,428,7090,2,Tech Enthusiasts,2021-06-25
907,DataTech Solutions,Display,All Ages,"15 days",Instagram,0.05,"$6,998.00",5.13,Chicago,German,254,9773,8,Fashionistas,2021-06-26
908,TechCorp,Influencer,Women 35-44,"15 days",Website,0.12,"$19,086.00",4.75,Chicago,German,626,3124,9,Fashionistas,2021-06-27
